College_ID,Rank,University_name,Year,CS_Overall_Score,CS_Academic_Reputation,CS_Employer_Reputation,CS_Citations_Per_Paper,CS__Index_Citations,CS_International_Research,Location,Country
1927,51-100,Korea University,2020,75.03,57.7,78.4,82,82,, Seoul ,
1928,51-100,Kyoto University,2020,72.05,62.1,81.2,70.7,74.2,, Kyoto ,
1929,51-100,Lomonosov Moscow State University,2020,74.15,67.5,92.3,67.6,69.2,, Moscow ,
1930,51-100,Ludwig-Maximilians-Universität München,2020,74.5,73.2,63.8,81.3,79.7,, Munich ,
1931,51-100,McGill University,2020,78.23,66,78,83.4,85.5,, Montreal ,
1932,51-100,Monash University,2020,74.55,60.6,77.7,81.6,78.3,, Melbourne ,
1933,51-100,National Taiwan University (NTU),2020,76.93,67,81.3,77.2,82.2,, Taipei City ,
1934,51-100,Politecnico di Torino,2020,74.23,55.5,81.8,78.3,81.3,, Turin ,
1935,51-100,Purdue University,2020,76.2,58.3,72.2,85.2,89.1,, West Lafayette ,
1936,51-100,RWTH Aachen University,2020,74.48,63.7,70,81.3,82.9,, Aachen ,
1937,51-100,Sapienza University of Rome,2020,75.6,63.9,73.1,80.5,84.9,, Rome ,
1938,51-100,Sorbonne University,2020,77.28,69.1,76.7,80.6,82.7,, Paris ,
1939,51-100,Sungkyunkwan University (SKKU),2020,73.38,60.5,74.4,79.4,79.2,, Suwon ,
1940,51-100,Technische Universität Berlin (TU Berlin),2020,75.55,67.5,72.1,79.4,83.2,, Berlin ,
1941,51-100,Technische Universität Wien,2020,74.68,72.3,60.3,80.4,85.7,, Vienna ,
1942,51-100,The Hong Kong Polytechnic University,2020,76,55.9,71.2,89.4,87.5,, Hong Kong SAR ,
1943,51-100,The University of Auckland,2020,73.98,59.4,74.8,81.7,80,, Auckland ,
1944,51-100,The University of Manchester,2020,77.3,64.5,78.1,83,83.6,, Manchester ,
1945,51-100,The University of New South Wales (UNSW Sydney),2020,77.98,63.6,79.5,82.7,86.1,, Sydney ,
1946,51-100,The University of Queensland,2020,75.65,60,72.7,87.4,82.5,, Brisbane City ,
1947,51-100,Tokyo Institute of Technology (Tokyo Tech),2020,72.68,63.1,79.5,70.3,77.8,, Tokyo ,
1948,51-100,Trinity College Dublin The University of Dublin,2020,73.13,62.4,76.7,78.5,74.9,, Dublin,
1949,51-100,Universidad de Chile,2020,75.13,56.3,77.5,87.5,79.2,, Santiago ,
1950,51-100,Universidade de São Paulo,2020,74.23,58.8,82.3,74.8,81,, São Paulo ,
1951,51-100,Alma Mater Studiorum - University of Bologna,2020,74.53,55.8,77.2,82.2,82.9,, Bologna ,
1952,51-100,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),2020,75,62.3,70.2,80.9,86.6,, Barcelona ,
1953,51-100,Université catholique de Louvain (UCLouvain),2020,74.35,64.4,71.1,84.1,77.8,, Louvain-la-Neuve ,
1954,51-100,Université de Montréal ,2020,78.63,59.8,70.3,95.7,88.7,, Montreal ,
1955,51-100,Universiti Malaya (UM),2020,76.53,61.7,72,88.2,84.2,, Kuala Lumpur ,
1956,51-100,University of Alberta,2020,76.05,59.8,68,88.2,88.2,, Edmonton ,
1957,51-100,University of California San Diego (UCSD),2020,80.43,68.3,67.2,93.4,92.8,, San Diego,
1958,51-100,University of Science and Technology of China,2020,76.4,63,67.7,85.5,89.4,, Hefei ,
1959,51-100,University of Technology Sydney,2020,77.7,59.9,74.3,88.2,88.4,, Haymarket ,
1960,51-100,University of Wisconsin-Madison,2020,77.3,58.1,63.5,97.3,90.3,, Madison ,
1961,51-100,Zhejiang University,2020,79.38,60.8,81.4,84.1,91.2,, Hangzhou ,
1962,101-150,Aalto University,2020,73.85,64.3,57.4,86,87.7,, Espoo ,
1963,101-150,Cairo University,2020,71.18,50.4,80.2,76.6,77.5,, Giza ,
1964,101-150,CentraleSupélec,2020,75.05,45.6,90.2,82.9,81.5,, Saint-Aubin ,
1965,101-150,Chalmers University of Technology,2020,73.13,61.3,62,84.7,84.5,, Gothenburg ,
1966,101-150,Humboldt-Universität zu Berlin,2020,71.43,65.1,65.2,79.2,76.2,, Berlin ,
1967,101-150,Indian Institute of Technology Kanpur (IITK),2020,71.78,64.3,73,74.9,74.9,, Kanpur ,
1968,101-150,Indian Institute of Technology Kharagpur (IIT-KGP),2020,72.65,59.5,74.5,78.5,78.1,, Kharagpur ,
1969,101-150,Indian Institute of Technology Madras (IITM),2020,70.23,60.7,77,71.8,71.4,, Chennai ,
1970,101-150,ITMO University,2020,69.63,61.9,77.8,67.4,71.4,, St. Petersburg ,
1971,101-150,Keio University,2020,69.83,60.1,77.7,66.6,74.9,, Tokyo ,
1972,101-150,The London School of Economics and Political Science (LSE),2020,69.18,62,85.5,62.5,66.7,, London ,
1973,101-150,Michigan State University,2020,73.83,55.5,63.6,90.3,85.9,, East Lansing ,
1974,101-150,Nanjing University,2020,74.1,60.1,65.6,84.3,86.4,, Nanjing ,
1975,101-150,National Chiao Tung University,2020,72.2,56.5,77.8,75,79.5,, Hsinchu City ,
1976,101-150,National Technical University of Athens,2020,72.85,54.1,72.6,82.9,81.8,, Athens ,
1977,101-150,National Tsing Hua University,2020,72.13,56,77.7,76.5,78.3,, Hsinchu City ,
1978,101-150,Osaka University,2020,69.78,58.4,74.7,69.2,76.8,, Osaka City ,
1979,101-150,Pennsylvania State University,2020,75.2,52.7,71.5,86.6,90,, University Park ,
1980,101-150,Pohang University of Science And Technology (POSTECH),2020,72.5,56.8,69.1,85.2,78.9,, Pohang  ,
1981,101-150,Pontificia Universidad Católica de Chile (UC),2020,69.58,55.8,82.5,68.1,71.9,, Santiago ,
1982,101-150,Queensland University of Technology (QUT),2020,72.58,58.2,64.5,85.6,82,, Brisbane ,
1983,101-150,RMIT University,2020,72.88,53.9,69.7,84.5,83.4,, Bundoora ,
1984,101-150,Saint Petersburg State University,2020,68.08,57.1,81.7,65.7,67.8,, Saint Petersburg ,
1985,101-150,Simon Fraser University,2020,72.78,61.1,60.6,85.6,83.8,, Burnaby ,
1986,101-150,Singapore Management University,2020,73.33,53.3,70.6,86.9,82.5,, Singapore ,
1987,101-150,Technion - Israel Institute of Technology,2020,73.7,67.1,60.7,83.8,83.2,, Haifa ,
1988,101-150,Technical University of Darmstadt,2020,73.58,62.2,61.7,84,86.4,, Darmstadt ,
1989,101-150,Technical University of Darmstadt,2020,73.05,56.1,81.4,78.5,76.2,, ,
1990,101-150,The University of Adelaide,2020,76.65,54.1,67.1,97.2,88.2,, Roseworthy ,
1991,101-150,The University of Warwick,2020,72.58,61,73.4,80,75.9,, Coventry ,
1992,101-150,Universidad Carlos III de Madrid (UC3M),2020,72.03,56.6,70,81.2,80.3,, Madrid ,
1993,101-150,Universidad Nacional Autónoma de México  (UNAM),2020,70.1,57.6,85.2,69.8,67.8,, Mexico City ,
1994,101-150,Universidad Politécnica de Madrid (UPM),2020,72.2,53.9,77.4,77.8,79.7,, Madrid ,
1995,101-150,Universidade Estadual de Campinas (Unicamp),2020,70.83,58.7,72.7,75.7,76.2,, Campinas ,
1996,101-150,University of Trento,2020,72.9,58.5,62.5,86.8,83.8,, Trento ,
1997,101-150,University of Pisa,2020,73.35,61.5,69.9,80.7,81.3,, Pisa ,
1998,101-150,Universitat de Barcelona,2020,70.35,60.1,73,75.3,73,, Barcelona ,
1999,101-150,University of Bristol,2020,73.75,58.4,69.5,85.1,82,, Bristol ,
2000,101-150,University of California Irvine,2020,73.9,63.2,54.8,90.8,86.8,, Irvine,
2001,101-150,University of Copenhagen,2020,72.6,62.2,61.7,87.6,78.9,, Copenhagen ,
2002,101-150,University of Glasgow,2020,71.48,60.4,67.7,81.6,76.2,, Glasgow ,
2003,101-150,University of Lisbon ,2020,72.65,54.9,70.8,77.5,87.4,, Lisbon ,
2004,101-150,University of Massachusetts Amherst,2020,74.8,62.9,61.5,90.6,84.2,, Amherst ,
2005,101-150,University of North Carolina at Chapel Hill,2020,75.85,59.2,63.1,98.9,82.2,, Chapel Hill ,
2006,101-150,University of Southampton,2020,73.65,57.5,68.5,83.5,85.1,, Southampton ,
2007,101-150,University of Zurich,2020,74.68,58.1,67.1,90.6,82.9,, Zürich ,
2008,101-150,Uppsala University,2020,71.63,62.9,57,86.3,80.3,, Uppsala ,
2009,101-150,Vrije Universiteit Amsterdam,2020,71.85,66.6,56.2,84.6,80,, Amsterdam ,
2010,101-150,Waseda University,2020,69.63,58.1,78.7,67.2,74.5,, Tokyo ,
2011,101-150,Yonsei University,2020,72.98,57.8,75.4,77.7,81,, Seoul ,
2012,151-200,Aalborg University,2020,72.48,55.6,59.6,86.8,87.9,, Aalborg ,
2013,151-200,Brown University,2020,72.2,53.9,66.3,86.6,82,, Providence ,
2014,151-200,Hanyang University,2020,68.05,48.8,73,77.4,73,, Seoul ,
2015,151-200,Harbin Institute of Technology,2020,71.8,51.3,60.5,82.4,93,, Harbin ,
2016,151-200,Huazhong University of Science and Technology,2020,71.48,45.4,67.8,83.6,89.1,, Wuhan ,
2017,151-200,Indian Institute of Science,2020,70.05,59.4,67.3,74.9,78.6,, Bangalore ,
2018,151-200,King Fahd University of Petroleum &amp; Minerals,2020,69.7,54.1,67,80.5,77.2,, Dhahran ,
2019,151-200,Kyushu University,2020,67.93,52.2,70.7,73.6,75.2,, Fukuoka City ,
2020,151-200,Lancaster University,2020,72.98,54.7,62.2,90.8,84.2,, Lancaster,
2021,151-200,Lund University,2020,71.65,55.1,63,88,80.5,, Lund ,
2022,151-200,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),2020,64.65,52.5,83.6,60,62.5,, Dolgoprudny ,
2023,151-200,National and Kapodistrian University of Athens,2020,68.03,53.6,64.9,78.4,75.2,, Athens ,
2024,151-200,National Cheng Kung University (NCKU),2020,70.28,48,75,77.8,80.3,, Tainan City ,
2025,151-200,HSE University,2020,66.6,53,80.8,65.3,67.3,, Moscow ,
2026,151-200,National Taiwan University of Science and Technology (Taiwan Tech),2020,70.38,46.5,69.1,83.2,82.7,, Taipei City ,
2027,151-200,National University of Sciences And Technology (NUST) Islamabad,2020,68.25,55.1,67.1,76.6,74.2,, Islamabad ,
2028,151-200,Northeastern University,2020,70.18,52.8,58.4,86.1,83.4,, Boston ,
2029,151-200,Northwestern University,2020,72.55,45.9,75.5,87,81.8,, Evanston ,
2030,151-200,The Ohio State University,2020,71.25,47.6,64,87,86.4,, Columbus ,
2031,151-200,Queen Mary University of London,2020,72.28,55.2,64.3,86.4,83.2,, London ,
2032,151-200,Queen's University at Kingston,2020,72.43,45.9,71.7,87.6,84.5,, Kingston ,
2033,151-200,Rice University,2020,72.55,54,63.5,90.7,82,, Houston ,
2034,151-200,Universität Heidelberg,2020,68.45,57,61.9,78.7,76.2,, 69117 Heidelberg,
2035,151-200,Rutgers University–New Brunswick,2020,72.25,51.5,63.3,88,86.2,, New Brunswick ,
2036,151-200,Stony Brook University State University of New York,2020,70.45,55.1,53.9,89,83.8,, Stony Brook,
2037,151-200,Sun Yat-sen University,2020,70.8,50.2,66.6,82.6,83.8,, Guangzhou ,
2038,151-200,Tecnológico de Monterrey,2020,67.88,53.9,82.2,66.2,69.2,, Monterrey ,
2039,151-200,Texas A&amp;M University,2020,71.85,47,69.3,83.9,87.2,, College Station ,
2040,151-200,The University of Sheffield,2020,72.73,48.6,67.7,88,86.6,, Sheffield ,
2041,151-200,Complutense University of Madrid,2020,69.03,53,73.5,75.8,73.8,, Madrid ,
2042,151-200,Universidad de Buenos Aires (UBA),2020,66.8,51.5,84.1,63.3,68.3,, Buenos Aires ,
2043,151-200,Universidade Federal do Rio de Janeiro,2020,67.73,56.6,67.1,73.8,73.4,, Rio de Janeiro ,
2044,151-200,University of Milan,2020,69.88,55.9,68,78.1,77.5,, Milan ,
2045,151-200,Università di Padova,2020,71.95,49.2,74.4,82.4,81.8,, Padova ,
2046,151-200,Saarland University,2020,70.8,70.6,45,86.1,81.5,, Saarbrücken ,
2047,151-200,University of Vienna,2020,68.8,58.1,59.9,80.4,76.8,, Vienna ,
2048,151-200,Université Grenoble Alpes,2020,68.58,56.6,63.1,74.3,80.3,, Grenoble ,
2049,151-200,Universiti Teknologi Malaysia ,2020,68,54.1,65.2,73,79.7,, Skudai ,
2050,151-200,University College Dublin,2020,71.25,51.1,71.2,83.2,79.5,, Dublin ,
2051,151-200,University of Birmingham,2020,71.35,51.1,68.5,84.3,81.5,, Birmingham ,
2052,151-200,University of California Santa Barbara (UCSB),2020,72.25,56.3,56.8,90.2,85.7,, Santa Barbara,
2053,151-200,University of Helsinki,2020,70.25,60.5,58.3,83.3,78.9,, Helsinki ,
2054,151-200,University of Pittsburgh,2020,71,56.4,58.3,86.4,82.9,, Pittsburgh ,
2055,151-200,University of Twente,2020,71.88,54.1,66.3,83.5,83.6,, Enschede ,
2056,151-200,University of Virginia,2020,71.3,51,61.4,89.4,83.4,, Charlottesville ,
2057,151-200,University of Wollongong,2020,70.23,48.3,66.4,85.7,80.5,, Wollongong ,
2058,151-200,University of York,2020,69.45,60.8,66.2,76.3,74.5,, York ,
2059,151-200,Utrecht University,2020,68.98,56.4,61.8,80.2,77.5,, Utrecht ,
2060,151-200,Wuhan University,2020,70.75,48.3,73,76.6,85.1,, Wuhan ,
2061,151-200,Xi’an Jiaotong University,2020,72.4,48.7,70.8,83.5,86.6,, Xi'an ,
2062,201-250,Arizona State University,2020,71.23,45.7,61.8,87.7,89.7,, Tempe ,
2063,201-250,Beihang University (former BUAA),2020,68.23,51.6,55,77.7,88.6,, Beijing ,
2064,201-250,Beijing Institute of Technology,2020,68.13,52.2,61.5,74.8,84,, Beijing ,
2065,201-250,Deakin University,2020,68.93,45.8,64.9,84.7,80.3,, Geelong ,
2066,201-250,Freie Universitaet Berlin,2020,65.95,58.8,61.3,71.4,72.3,, Berlin ,
2067,201-250,The Hebrew University of Jerusalem,2020,68.55,57.1,48.9,87.4,80.8,, Jerusalem ,
2068,201-250,Indian Institute of Technology Roorkee (IITR),2020,67.03,47.5,65.8,78,76.8,, Roorkee ,
2069,201-250,Indiana University Bloomington,2020,68.88,53.9,53.2,86.4,82,, Bloomington ,
2070,201-250,Jordan University of Science &amp; Technology,2020,65.75,47,70.3,70.1,75.6,, Irbid ,
2071,201-250,King Abdullah University of Science &amp; Technology (KAUST),2020,68.53,54.7,54,85.1,80.3,, Thuwal ,
2072,201-250,King Saud University,2020,69.33,53.6,58.1,83.1,82.5,, Riyadh ,
2073,201-250,Leiden University,2020,65.68,51.7,62.7,75.3,73,, Leiden ,
2074,201-250,Linköping University,2020,69.98,49.2,54.8,92.7,83.2,, Linköping ,
2075,201-250,McMaster University,2020,69.88,43,67.7,93.6,75.2,, Hamilton ,
2076,201-250,Middle East Technical University,2020,67.3,49.6,69.5,74.2,75.9,, Ankara ,
2077,201-250,Nagoya University,2020,64.5,51.5,70.3,66,70.2,, Nagoya ,
2078,201-250,Newcastle University,2020,69.55,45.8,69.9,83.3,79.2,, Newcastle upon Tyne ,
2079,201-250,North Carolina State University,2020,69.7,43.9,60.5,87.6,86.8,, Raleigh ,
2080,201-250,Norwegian University of Science And Technology,2020,68.08,54.7,58.9,78.2,80.5,, Trondheim ,
2081,201-250,Pontifícia Universidade Católica do Rio de Janeiro,2020,64.55,58.1,63.7,66.7,69.7,, Rio de Janeiro ,
2082,201-250,Rheinische Friedrich-Wilhelms-Universität Bonn,2020,67.45,55.6,52.6,84.8,76.8,, Bonn ,
2083,201-250,Stockholm University,2020,67.35,55.9,58.3,82.9,72.3,, Stockholm ,
2084,201-250,Technische Universität Dresden,2020,68.6,54.1,59.9,78.2,82.2,, Dresden ,
2085,201-250,Graz University of Technology,2020,67.7,53.5,54.6,82.4,80.3,, Graz ,
2086,201-250,Tel Aviv University,2020,70.23,56.5,49.8,88.4,86.2,, Tel Aviv ,
2087,201-250,University of Nottingham,2020,69.4,43.7,69.4,83.2,81.3,, Nottingham ,
2088,201-250,The University of Western Australia,2020,68.8,45.6,69.2,82.9,77.5,, Perth ,
2089,201-250,Tohoku University,2020,65.8,52.2,72.1,67.5,71.4,, Sendai City ,
2090,201-250,Universidad de los Andes,2020,65.18,50.8,72.8,68.3,68.8,, Bogotá ,
2091,201-250,Universitat Politecnica de Valencia,2020,67.35,50.9,59.8,77.9,80.8,, València ,
2092,201-250,Universidade Federal de Minas Gerais      ,2020,67.85,51,58,81.9,80.5,, Belo Horizonte ,
2093,201-250,Albert-Ludwigs-Universitaet Freiburg,2020,69.55,54.7,51.3,90.9,81.3,, Freiburg im Breisgau ,
2094,201-250,Universität Stuttgart,2020,68,48.6,58.9,80.9,83.6,, Stuttgart ,
2095,201-250,Université Paris-Saclay,2020,65.85,54,62.9,73.8,72.7,, Gif-sur-Yvette,
2096,201-250,Universiti Sains Malaysia (USM),2020,66.2,51.7,64.7,73.2,75.2,, Gelugor ,
2097,201-250,University College Cork,2020,66.55,52.7,71,71.1,71.4,, Cork ,
2098,201-250,University of Calgary,2020,67.85,45.5,69.4,78.7,77.8,, Calgary ,
2099,201-250,University of California Davis,2020,70.13,45.2,59.6,88.7,87,, Davis,
2100,201-250,University of Florida,2020,69.38,48.5,62.2,83.6,83.2,, Gainesville ,
2101,201-250,University of Geneva,2020,67.13,50,61.6,81,75.9,, Geneva ,
2102,201-250,Ghent University,2020,68.93,49.4,59.7,81.9,84.7,, Ghent ,
2103,201-250,University of Illinois at Chicago (UIC),2020,69.15,53,60.5,83.4,79.7,, Chicago ,
2104,201-250,University of Leeds,2020,67.68,46,69.7,80.1,74.9,, Leeds ,
2105,201-250,University of Notre Dame,2020,67.9,47.9,61.1,83.1,79.5,, Notre Dame ,
2106,201-250,University of Oslo,2020,68.28,57.1,53.9,83.5,78.6,, Oslo ,
2107,201-250,University of Ottawa,2020,68.85,45.2,68,81.7,80.5,, Ottawa ,
2108,201-250,Université Paris Cité,2020,66.2,58.5,54.5,76.6,75.2,, Paris ,
2109,201-250,Victoria University of Wellington,2020,67.13,54.2,67.1,74.5,72.7,, Kelburn Wellington,
2110,201-250,Virginia Polytechnic Institute and State University,2020,71,46.6,62,87.2,88.2,, Blacksburg ,
2111,201-250,Western University,2020,69.63,42.2,73.2,84.5,78.6,, London ,
2112,251-300,American University of Beirut (AUB),2020,64.63,43.3,70.8,71.4,73,, Beirut  ,
2113,251-300,Aristotle University of Thessaloniki,2020,66.23,42.9,64.7,79,78.3,, Thessaloniki ,
2114,251-300,Bandung Institute of Technology (ITB),2020,60.83,48.7,76.3,55.8,62.5,, Bandung ,
2115,251-300,Bogaziçi Üniversitesi,2020,66.25,42.5,67.4,79.5,75.6,, Istanbul ,
2116,251-300,Cardiff University,2020,66.9,43.4,60.7,83.8,79.7,, Cardiff ,
2117,251-300,Charles University,2020,64.58,58.1,54.6,72.6,73,, Prague ,
2118,251-300,COMSATS University Islamabad,2020,66.4,47.8,55.4,83.5,78.9,, Islamabad ,
2119,251-300,Concordia University,2020,67.93,43.7,61.7,82.5,83.8,, Montreal ,
2120,251-300,Czech Technical University in Prague,2020,64.9,51.7,59.4,71.3,77.2,, Prague ,
2121,251-300,Dublin City University,2020,65.1,47.1,67.8,73.2,72.3,, Dublin ,
2122,251-300,Durham University,2020,64.95,43,70.3,74.2,72.3,, Durham ,
2123,251-300,École Normale Supérieure de Lyon,2020,63.6,51.9,59.2,71,72.3,, Lyon ,
2124,251-300,George Mason University,2020,66.18,50.9,53.5,81.1,79.2,, Fairfax ,
2125,251-300,IMT Atlantique,2020,66.2,47.3,66.9,76.4,74.2,, Nantes ,
2126,251-300,Indian Institute of Technology Guwahati (IITG),2020,63.68,47.7,64.9,70.7,71.4,, Guwahati ,
2127,251-300,Instituto Politécnico Nacional (IPN),2020,66.7,42.8,70.6,74.5,78.9,, Ciudad de México ,
2128,251-300,Kyung Hee University,2020,66.98,46.8,61.6,83.3,76.2,, nullSouth Korea,
2129,251-300,Loughborough University,2020,66.35,44.9,63.8,80.2,76.5,, Loughborough ,
2130,251-300,National Central University,2020,64.85,45,65.1,75.5,73.8,, Taoyuan City ,
2131,251-300,Qatar University,2020,66.58,48.1,56.5,83.4,78.3,, Doha ,
2132,251-300,Renmin (People's) University of China,2020,66.13,42.3,69.5,77.5,75.2,, Beijing ,
2133,251-300,Sharif University of Technology,2020,68.08,46.3,59.4,83,83.6,, Tehran ,
2134,251-300,Swinburne University of Technology,2020,67.33,45.5,58.4,84.9,80.5,, Melbourne ,
2135,251-300,Technical University of Denmark,2020,68,47.1,60.1,80.6,84.2,, Kongens Lyngby ,
2136,251-300,United Arab Emirates University,2020,64.2,45.4,69.8,69.3,72.3,, Al Ain ,
2137,251-300,University of Granada,2020,68.43,52.1,48.1,88.4,85.1,, Granada ,
2138,251-300,UNESP,2020,64.25,49.8,64.2,72,71,, Sao Paulo ,
2139,251-300,Universidade Federal do Rio Grande Do Sul ,2020,64.15,54.8,53.2,73.7,74.9,, Porto Alegre ,
2140,251-300,University of Naples - Federico II,2020,67.7,40,66.9,80.3,83.6,, Naples ,
2141,251-300,Université du Québec,2020,65.13,47.8,61.2,76.3,75.2,, Québec ,
2142,251-300,Universite libre de Bruxelles,2020,66.95,45.9,66,80.3,75.6,, Brussels ,
2143,251-300,Universiti Kebangsaan Malaysia (UKM),2020,64.4,50,63,70.4,74.2,, Bangi ,
2144,251-300,Universiti Putra Malaysia (UPM),2020,64.23,48,64.9,71.3,72.7,, Seri Kembangan ,
2145,251-300,The University of Arizona,2020,67,50.1,58.2,79.7,80,, Tucson ,
2146,251-300,University of Canterbury | Te Whare Wānanga o Waitaha,2020,64.58,49.2,67.2,71.3,70.6,, Christchurch ,
2147,251-300,University of Coimbra,2020,66.08,47.1,59.3,79.6,78.3,, Coimbra ,
2148,251-300,University of Colorado Boulder,2020,67.08,47,55.1,84.4,81.8,, Boulder ,
2149,251-300,University of Groningen,2020,67.15,47.4,57.7,84.3,79.2,, Groningen ,
2150,251-300,Universitas Indonesia,2020,60.45,49.3,76.7,52.6,63.2,, Depok ,
2151,251-300,University of Jordan,2020,62.13,50.8,73.7,59.5,64.5,, Amman ,
2152,251-300,University of Luxembourg,2020,67.9,56.2,39.6,89.9,85.9,, Luxembourg ,
2153,251-300,University of Minnesota Twin Cities,2020,69.55,44.5,57.3,88.9,87.5,, Minneapolis ,
2154,251-300,University of Otago,2020,61.63,52.2,67.8,59.8,66.7,, Dunedin ,
2155,251-300,University of Patras,2020,66.1,45.2,67.5,75.8,75.9,, Patras ,
2156,251-300,University of Porto,2020,66.6,45.6,65.4,77.3,78.1,, Porto ,
2157,251-300,University of South Australia,2020,67.2,47.6,60.6,83.1,77.5,, Magill ,
2158,251-300,University of St Andrews,2020,63.88,45.4,68.3,68.8,73,, St. Andrews ,
2159,251-300,University of Surrey,2020,68.18,45.5,59.1,86.1,82,, Guildford ,
2160,251-300,University of Texas Dallas,2020,66.25,48.8,53.1,81.6,81.5,, Richardson ,
2161,251-300,University of Waikato,2020,64.13,50.9,57.9,78.5,69.2,, Hamilton  ,
2162,251-300,University of Warsaw ,2020,63.68,58.1,55.7,69,71.9,, Warsaw ,
2163,251-300,Vrije Universiteit Brussel (VUB),2020,64.85,49,58.3,77.9,74.2,, Brussels ,
2164,251-300,Washington State University,2020,67.55,42.1,61,86.6,80.5,, Pullman ,
2165,251-300,Washington University in St. Louis,2020,67.33,51,55.2,83.9,79.2,, St. Louis ,
2166,251-300,University of Münster,2020,65.48,52.8,53.3,78.6,77.2,, Munster ,
2167,301-350,Ain Shams University in Cairo (ASU Cairo),2020,62.6,43.3,76.4,64,66.7,, Cairo,
2168,301-350,Alexandria University ,2020,62.13,45.8,65.2,68.7,68.8,, Alexandria ,
2169,301-350,Bauman Moscow State Technical University,2020,54.98,52.9,88.5,29,49.5,, Moscow ,
2170,301-350,Beijing Normal University ,2020,63.45,42.7,64,74.1,73,, Beijing ,
2171,301-350,Beijing University of Posts and Telecommunications,2020,65.85,49.9,49.3,76.5,87.7,, Beijing ,
2172,301-350,Bilkent University,2020,62.55,45.8,64.6,69.2,70.6,, Ankara ,
2173,301-350,Budapest University of Technology and Economics,2020,63.2,46.5,61.3,71.6,73.4,, Budapest ,
2174,301-350,Curtin University,2020,65.85,37.6,65.4,82.6,77.8,, Perth ,
2175,301-350,ENS Paris-Saclay,2020,61.1,51.1,58.6,66.4,68.3,, Cachan ,
2176,301-350,Florida State University,2020,64.48,41.6,63.4,77.3,75.6,, Tallahassee ,
2177,301-350,George Washington University,2020,66.1,43.9,60.4,81.5,78.6,, Ashburn ,
2178,301-350,Griffith University,2020,66.5,41.5,55.3,88.4,80.8,, Nathan ,
2179,301-350,Heriot-Watt University,2020,64.5,40.2,65.5,78.9,73.4,, Edinburgh ,
2180,301-350,Hokkaido University,2020,61,45.5,68.7,63.1,66.7,, Sapporo ,
2181,301-350,Hong Kong Baptist University,2020,66.48,43.4,57.5,85,80,, Hong Kong ,
2182,301-350,Institut National des Sciences Appliquées de Lyon (INSA),2020,62.43,41.5,69.7,67.1,71.4,, Lyon ,
2183,301-350,Istanbul Technical University,2020,64.5,41.4,68,73,75.6,, Maslak-Istanbul ,
2184,301-350,Johannes Kepler University Linz,2020,64.48,51.2,50.2,78.2,78.3,, Linz ,
2185,301-350,Lahore University of Management Sciences (LUMS),2020,59.63,50.7,68.7,54.1,65,, Lahore ,
2186,301-350,Macquarie University,2020,66,40.5,67.3,82.4,73.8,, Sydney ,
2187,301-350,National Sun Yat-sen University,2020,65.83,40.8,63.1,81.9,77.5,, Kaohsiung City ,
2188,301-350,National Taipei University of Technology,2020,63.6,43.7,65.6,72.4,72.7,, Taipei City ,
2189,301-350,University of Galway,2020,64.55,43.6,67.5,73.3,73.8,, Galway ,
2190,301-350,Novosibirsk State University,2020,57.23,54.2,77,41.5,56.2,, Novosibirsk  ,
2191,301-350,Peter the Great St. Petersburg Polytechnic University,2020,60.28,49.3,71.2,56.1,64.5,, St. Petersburg ,
2192,301-350,Queen's University Belfast,2020,66.88,39.5,63,85.8,79.2,, Belfast ,
2193,301-350,Radboud University ,2020,64.95,50.9,48.1,83.6,77.2,, Nijmegen ,
2194,301-350,Royal Holloway University of London,2020,62.15,54.2,53.9,69.1,71.4,, Egham ,
2195,301-350,University of Genoa,2020,64.3,44.7,56.3,77.9,78.3,, Genoa ,
2196,301-350,"University of Rome ""Tor Vergata""",2020,65.28,40.7,65.5,78.7,76.2,, Rome ,
2197,301-350,University of Turin,2020,63.98,46.5,58.8,76.8,73.8,, Turin ,
2198,301-350,Universität Hamburg,2020,65.25,45.9,58.5,80.1,76.5,, Hamburg ,
2199,301-350,University of Cape Town,2020,63.1,43.7,70.5,69,69.2,, Cape Town ,
2200,301-350,Essex University of,2020,64.78,48.7,52.3,81.3,76.8,, Colchester,
2201,301-350,University of Limerick,2020,62.63,44.6,63.9,70.1,71.9,, Limerick ,
2202,301-350,University of Liverpool,2020,66,40.9,65.8,79.8,77.5,, Liverpool ,
2203,301-350,The University of Newcastle Australia (UON),2020,66.65,40.8,62.5,84.4,78.9,, Callaghan,
2204,301-350,University of Oulu,2020,67.23,47,50.8,87.7,83.4,, Oulu ,
2205,301-350,University of Rochester,2020,65.55,48.2,49.1,84.6,80.3,, Rochester ,
2206,301-350,University of Science and Technology Beijing,2020,64.75,48.7,51.2,78.8,80.3,, Beijing ,
2207,301-350,University of Tsukuba,2020,62.4,51.8,60.5,66.3,71,, Tsukuba City ,
2208,301-350,University of Victoria (UVic),2020,67.18,46.6,52,86.7,83.4,, Victoria ,
2209,301-350,Warsaw University of Technology,2020,62.95,51.2,60,67.6,73,, Warsaw ,
2210,301-350,Weizmann Institute of Science,2020,65.2,60.9,36.2,82.7,81,, Rehovot ,
2211,301-350,York University,2020,65.58,42,62.8,80.7,76.8,, Toronto ,
